自定义SKU,ASIN（子Asin）,物品状况,价格,库存数量,发货方式,跟卖方式,跟卖时间,下架时间,备货周期(天)
 rdkai9pm53,B07KF5GRX2,New,21.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 h1ssdf89d4,B089B4QW55,New,26.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 d5i7bkeyk8,B088BBJGHK,New,16.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 2t5hr6ff92,B08R2KD515,New,86.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 4a9pcr8d7k,B07SC9JW6Q,New,12.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 ewc821dkb9,B08JTH37J9,New,36.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 a0bndxbfms,B0789H2DFD,New,11.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 61kwdemf43,B07ZJCCWZC,New,36.89,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 x5p8my2tf9,B07V8HXKFK,New,19.97,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 47ijhrz8s0,B08T8TDYJP,New,10.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 is634jrimt,B08XX3TYY4,New,26.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 djk811kwma,B07T8D5SJ6,New,26.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 92rbdd4e4r,B073YCBYGD,New,10.13,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 i5m59097cs,B085XB8GJ2,New,11.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 sj3d5ns6ha,B08G1KNVFN,New,25.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 8z4tp87d2j,B01B2578ME,New,50.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 pyb4ch4d7j,B07GNL2FLV,New,22.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 ewezpbn9ee,B08RCZL1D9,New,19.49,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 htjxxkke74,B08HYQ2G3T,New,11.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 6bwf9h1te1,B07MKQTF1Q,New,28.28,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 y7ze3b9nnw,B07D3KJJ8T,New,21.77,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 4k2ff61b5w,B07JPXZ3DJ,New,85,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 c54y70f3ma,B07M9XZD9B,New,27.38,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 174fyrb3xx,B08L8YC18R,New,30.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 zpidiyeh7k,B08FF94MFV,New,15.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 e58h4basx0,B07ZH1J7VG,New,22.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 a35ezei54n,B011QKYEGS,New,18.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 2ha9d0h2rh,B082XGBF6B,New,19.74,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 zy72ym6idj,B081C3BTQG,New,20.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 3reh63sc32,B07JRB3VL1,New,85,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 dstepwrhdz,B08LT6MRNN,New,14.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 5c1z6z0ibz,B08PVFJW29,New,22.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 9bd27wya2x,B08TM9SNVC,New,21.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 n8nrdar4m0,B079NNDTBS,New,36.96,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 y5j01ehmr8,B08BFJ4XLV,New,52.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 eintr5d84n,B08BC26R1K,New,52.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 68se0r5ck3,B08BFMFZP4,New,52.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 rh80de2pyt,B08BC4X7VT,New,47.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 8dn19ktn8s,B07SGPPVQY,New,65,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 z80b9rrk1w,B076FQ4XC6,New,86.95,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 zi12ih870e,B08BCBYMTP,New,52.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 7rpjr4hais,B07BHLCMMQ,New,76.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 4isew15kx6,B0765ZXB5Q,New,76.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 k1f1p6k470,B08BC3RCHH,New,46.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 b0jbkym2h8,B078C86BN8,New,76.95,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 0n2wtn12eb,B074PQ27R4,New,76.95,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 1i1fmx01tb,B074J4JP78,New,76.95,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 watpmxbm16,B08BC1M3PY,New,41.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 tw656nyhi5,B07B64ZJT1,New,76.95,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 iydm7b8fja,B0764JJ8YJ,New,86.95,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 f3a0nyywi3,B086MSN9PR,New,19.19,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 xx3ks7ix96,B077RZFV5Z,New,86.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 j3xdx3mxmh,B075P5KY82,New,86.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 tmdh9b5b7z,B0756DRD2D,New,56.95,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 45x0k45dmn,B07QLH7Y4Z,New,16.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 3ftfn88wj6,B0797VSQ52,New,76.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 69dx56frj8,B08BFGM698,New,46.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 23hbcs7c4p,B07ZR8RRX5,New,22.48,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 a85sjjcani,B077P3SM4D,New,86.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 2pz5832emj,B08BBY1NTQ,New,52.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 jf9164h9s6,B08BF3XDS7,New,42.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 b09h55ftje,B0894LZR7J,New,10.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 epfr7dm8dk,B01NCVYZJV,New,10.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 1p89xzr84b,B075MQYJWC,New,56.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 4w5bckff6b,B08BHX45TL,New,52.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 kz2pdawe4w,B07NQ7Y1GY,New,76.95,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 nk9394m1wa,B0756FG3WN,New,86.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 tddb8fbc2x,B0787TNC1C,New,16.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 sm3w9pn2w3,B07T2LY1RT,New,86.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 25xzchw97k,B073X3MH7B,New,26.96,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 zini8dcjwz,B08BFDS1TM,New,52.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 171rj0tshb,B07DFV5DYD,New,46.95,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 n5wr4epw6s,B07FQVP8KW,New,11.95,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 7406bini5y,B07DXKPD4G,New,16.98,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 38f8h9za57,B08BFNGMHX,New,42.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 z43c7s0257,B0755GLG5M,New,26.96,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 s439996jnh,B08XX61H74,New,10.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 4xr28zmjey,B073X8CK41,New,76.95,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 c8t23frdci,B08186DQ5Q,New,11.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 40ecrf8hy1,B077NYG38C,New,36.96,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 cxxmyyyt6r,B0756DPJDV,New,76.95,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 0np6crxfcr,B075P1N5WP,New,46.97,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 xjhin13a73,B077XTRLV1,New,56.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 f7hmpz1wsn,B08185GBB4,New,14.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 a8hxxn1ccm,B074J677TJ,New,36.96,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 6fzcd6mdmb,B074JYL38P,New,56.95,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 x28r49xeey,B08BFK1CNL,New,36.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 p39ir4917y,B073WCDS9C,New,26.97,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 kf936mwzid,B086LCJTMW,New,11.43,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 nibaja78d5,B08BC2QK6G,New,41.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 j1c1s7fb04,B086YSD126,New,11.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 s0rc07nxcj,B086DWVZQJ,New,36.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 si8eh3rcdc,B0157T2RX6,New,22.49,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 ajy3m2nasw,B08HBC422Z,New,18.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 t42ha84e0b,B07C9D1RLV,New,24.9,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 m59398r8he,B08DL7T9QG,New,46.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 jhc183wrcx,B074MF937D,New,21.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 xaw2k3cax3,B082LZDNCY,New,20.45,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 2sw5s4eh1w,B07ZJKF9FP,New,16,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 h1dabr06i7,B08GPBMGLS,New,24.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 wt4rp9xb48,B08BCQSGC9,New,12.59,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 e7epp5czrs,B0899CMMH2,New,14.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 zeinwhkppa,B07D3M814L,New,51.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 0zrzebchpf,B086Q7NW75,New,21.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 ssizpa7srj,B07WQYQ9TV,New,26.95,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 s1dth326a0,B087NHY5WQ,New,116.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 xk9rap70sx,B00F17QMN6,New,32.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 rifj1prrtr,B013LAXUM0,New,45.42,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 t0yarat8fr,B004HCZYB2,New,30.09,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 bdhy7p6p1d,B08MF5BXRD,New,10.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 djhm888wbi,B07WSFJTNL,New,56.9,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 m2ff9kzybk,B01NACMREP,New,28.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 hmyyy3j1f5,B07WN51GVF,New,26.9,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 zd932ypbip,B00LLOSV5K,New,54.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 j18wjyxp7w,B08HW7DGLF,New,81.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 bxfx1ci240,B01LZN0KGB,New,11.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 n4nt408jbw,B08M99V59M,New,52.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 f5k0e6i6pb,B07RDLV1WC,New,116.89,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 aw79bayan8,B01E5V5UV8,New,23.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 t4rpms0nwm,B07T8T45G2,New,26.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 nmhsih2rtn,B07SRGF5W1,New,36.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 c9a5dsbtfm,B08MVJ6T1D,New,85.95,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 ph7a90j2hx,B0915P928D,New,21.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 whdz8hfbtz,B000RZNEEW,New,21.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 mzwmycej3j,B077GH3RKT,New,10.16,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 acd97c838d,B01HM3VKNS,New,26.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 j5rkfyst92,B07WHGQ8BM,New,76.97,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 0k7acmwma6,B011P2CCNE,New,40.98,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 w2myeha3n9,B0811QZ51X,New,30.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 keprkft6zk,B08G1KT86S,New,34.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 02eddw9zn0,B08T8STCYT,New,13.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 6fhnc5ma6n,B08XX7V18S,New,26.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 w0nm05ex3d,B07L9R1GV7,New,30.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 z8k08xnxw4,B07DFSGMY2,New,12.85,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 ekwts0rka3,B0157P55UW,New,26.98,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 68c8cs52y0,B07D4D9PZV,New,64.79,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 na9adimd6b,B01FFXIHCY,New,19.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 0e1tkxe0k5,B01FKBL4YY,New,26.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 mdpm0znk73,B08336S4VL,New,24.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 kf1nf423i2,B0837H3LFQ,New,13.98,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 na3ayfis36,B01IHUVCQ0,New,19.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 zrwx6rx06h,B0777M8KKD,New,13.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 6165p5fcyr,B01ELO438U,New,26.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 3nd549zr6w,B07YCQDZL4,New,56.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 jfibs5jzk2,B07C1P4QWH,New,86.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 bti4xzwtfy,B073X6XK82,New,96,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 0wdjp7tx3j,B07DXP633F,New,76.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 36txjrp9pc,B07CZT9MN7,New,63.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 jnppemmb5t,B07CQCBD8C,New,126.75,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 b1jkjj0ana,B075W8HC3W,New,56.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 xcck1e6tew,B07M6PXWFC,New,96,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 62mz4tjw8n,B07MYBB6QZ,New,55.65,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 acexzsish8,B07BFGL453,New,76.97,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 b0hmnn8596,B074BX8YMW,New,51.9,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 5ntnmy3iyi,B074T3YSWN,New,36.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 z5p8xz1ibj,B00IWTJFA2,New,26.95,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 kj1jayb5pz,B08B7ZQJV6,New,26.95,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 t599bhsm6x,B076BCL3K9,New,31.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 yz78p22idw,B00IWTJELM,New,26.95,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 1xij53j6zw,B07LBXPYRL,New,29.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 yeyctx5m09,B000G0J5FU,New,25.29,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 8c4fe0k33j,B000G0KQWQ,New,26.95,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 5m0axpxb5n,B07Y1CLG2L,New,106.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 00ei2pdyzh,B07NJP9W64,New,26.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 mkj8wfp16t,B083M8Q48K,New,21.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 h7bknh1n8m,B07G2PDZG4,New,36.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 x0ft291dfw,B07D3YM4NP,New,86.89,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 nhcp23x8ae,B01N2IT0Z3,New,26.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 rms0r24d97,B07R9JFBL5,New,18.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 1fawxta318,B017TFAX0K,New,26.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 ehymn34367,B07FMMF5F7,New,46.95,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 8n2d06bk0x,B0115682YS,New,11.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 rbryjjr5dw,B074V7MZT8,New,56.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 rmapw5i2pm,B08JZBSMZX,New,29.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 f7fkchshrk,B07WCYCLM9,New,63.49,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 fpifndyxyi,B087QW6WPR,New,16.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 kh78t8n3c5,B08PBDTKFB,New,21.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 1hf2ca47cx,B07SG3K41P,New,12.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 4493z8epx5,B08LVWMZL7,New,23,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 rie87bd94m,B07FGQSVS7,New,96.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 zb03a077dt,B073429DTB,New,62.7,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 57z444870b,B07Y5WYCKH,New,24.98,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 h76iya9dwi,B08FTFG36R,New,61.9,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 xsy4etrb97,B082Y5KS7L,New,94.9,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 4000z01m0z,B07R2KKQ21,New,15.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 s51mpjzwyt,B0831QWMNQ,New,20.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 7b11zyr4iy,B07NPW2CBC,New,25.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 cy2swr2an0,B07JL7CCVQ,New,21.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 7p74ame35a,B07RPZZ867,New,28.95,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 4erjka63n0,B07X6DWV3Y,New,19.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 j8ypi2jt3a,B07QSTVL3J,New,26.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 8nzw1m1j49,B07V44ST2Y,New,18.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 wffwdahrim,B017TERPAM,New,16.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 sedn6afrs6,B07YTWQ546,New,24.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 sw55ehmt8b,B07TSZCFN3,New,20.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 8829j1cj06,B088LZM2SB,New,17.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 7jhkyeabbx,B089LHM3NX,New,21.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 ztcz45dh7z,B07V9S45CD,New,21.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 kkz6adr80y,B08TVM27ND,New,16.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 ebc4tz9af2,B07L68R2RJ,New,36.96,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 4ib7sbjb9s,B08LQ3DQ2C,New,22.88,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 2bwenxt4i3,B089K6BVWB,New,19.38,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 js552ps5dp,B07J6N9XNN,New,36.96,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 0drbnh4d8r,B01EPXR73U,New,35.29,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 rcnhc3sfz9,B07RTWX727,New,15.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 ekpy48tdmk,B07RHK7XMT,New,54.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 wiffaan0kj,B08PPXL2PK,New,19.95,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 ft95emt5pc,B07S7ZTGFM,New,20.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 e17w9t62km,B07XRKRVKS,New,19.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 etcmy5pt4d,B07FTHMVDB,New,16.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 c1if6sf4ny,B08K3L6X7F,New,23.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 m1bes0937t,B084JGYJLR,New,24,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 446e2ac4nc,B08DX7L7QG,New,17.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 dpcemfpaze,B07YDBNDKT,New,26.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 mtezhc7cnt,B07CCJF7Y7,New,31.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 1mf63c5860,B081JK6K9G,New,28.97,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 2w1ad9ctme,B07QRR3Y2W,New,18.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 96esfi77k7,B01G7A3BES,New,26.95,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 fp12a9nkf3,B08THK66NR,New,15.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 92fm7ki314,B0861GXNDS,New,14.77,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 mj3zphaks9,B083DMQPJB,New,71.97,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 54dcy8skwd,B08DXDSZS4,New,23.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 eb78srkn52,B00LOV7CPK,New,34.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 xk0dn6d6je,B00S1LO7XQ,New,21.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 5dz7nc1n4s,B00O12M13C,New,20.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 k94nrh8z3s,B06Y2N99V9,New,14.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 r0npdxpj79,B01K3SW7H2,New,46.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 j4zzy44s6e,B00Y22BICG,New,12.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 95c9apydr0,B00CVFESCS,New,14.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 zj9ajz9i9t,B017X1TCBQ,New,26.9,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 yr3cz4bmkk,B01K5Z3J8E,New,14.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 fxwkefd36r,B06XHVFXBK,New,10.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
 wnn2rwi229,B00IB1KJIS,New,24.99,99,FBM,Normal,2021/5/24 14:00,2021/5/30 0:00,14
